LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
141401,ERIE,LAKE SHORE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,137,18.1%,197,26%,334,44%,DISTRICT TOTAL,SCHOOL DISTRICT,959 BEACH RD,ANGOLA,NY,14006,"(42.65, -79.037)"
141401,ERIE,LAKE SHORE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,80,19.8%,108,26.7%,188,46.4%,ELEMENTARY,SCHOOL DISTRICT,959 BEACH RD,ANGOLA,NY,14006,"(42.65, -79.037)"
141401,ERIE,LAKE SHORE CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,71,18.9%,108,28.7%,179,47.6%,MIDDLE/HIGH,SCHOOL DISTRICT,959 BEACH RD,ANGOLA,NY,14006,"(42.65, -79.037)"
141501,ERIE,GRAND ISLAND CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,124,13.2%,118,12.5%,242,25.7%,DISTRICT TOTAL,SCHOOL DISTRICT,1100 RANSOM RD,GRAND ISLAND,NY,14072,"(43.0386, -78.9316)"
141501,ERIE,GRAND ISLAND CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,81,13.6%,70,11.8%,151,25.4%,ELEMENTARY,SCHOOL DISTRICT,1100 RANSOM RD,GRAND ISLAND,NY,14072,"(43.0386, -78.9316)"
141501,ERIE,GRAND ISLAND CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,43,12.4%,48,13.8%,91,26.2%,MIDDLE/HIGH,SCHOOL DISTRICT,1100 RANSOM RD,GRAND ISLAND,NY,14072,"(43.0386, -78.9316)"
141601,ERIE,HAMBURG CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,104,14.3%,82,11.3%,186,25.6%,DISTRICT TOTAL,SCHOOL DISTRICT,5305 ABBOTT RD,HAMBURG,NY,14075,"(42.7426, -78.7985)"
141601,ERIE,HAMBURG CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,73,13.7%,58,10.9%,131,24.6%,ELEMENTARY,SCHOOL DISTRICT,5305 ABBOTT RD,HAMBURG,NY,14075,"(42.7426, -78.7985)"
141601,ERIE,HAMBURG CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,31,16.1%,24,12.4%,55,28.5%,MIDDLE/HIGH,SCHOOL DISTRICT,5305 ABBOTT RD,HAMBURG,NY,14075,"(42.7426, -78.7985)"
141604,ERIE,FRONTIER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,223,14.3%,292,18.8%,515,33.1%,DISTRICT TOTAL,SCHOOL DISTRICT,S 5120 ORCHARD AVE,HAMBURG,NY,14075,"(42.7478, -78.8994)"
141604,ERIE,FRONTIER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,115,12.9%,167,18.7%,282,31.6%,ELEMENTARY,SCHOOL DISTRICT,S 5120 ORCHARD AVE,HAMBURG,NY,14075,"(42.7478, -78.8994)"
141604,ERIE,FRONTIER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,108,16.2%,125,18.8%,233,35%,MIDDLE/HIGH,SCHOOL DISTRICT,S 5120 ORCHARD AVE,HAMBURG,NY,14075,"(42.7478, -78.8994)"
141701,ERIE,HOLLAND CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,43,17%,35,13.8%,78,30.8%,DISTRICT TOTAL,SCHOOL DISTRICT,103 CANADA ST,HOLLAND,NY,14080,"(42.6444, -78.5417)"
141701,ERIE,HOLLAND CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,33,16.6%,26,13.1%,59,29.6%,ELEMENTARY,SCHOOL DISTRICT,103 CANADA ST,HOLLAND,NY,14080,"(42.6444, -78.5417)"
141701,ERIE,HOLLAND CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,10,25%,6,15%,16,40%,MIDDLE/HIGH,SCHOOL DISTRICT,103 CANADA ST,HOLLAND,NY,14080,"(42.6444, -78.5417)"
141800,ERIE,LACKAWANNA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,142,21.5%,100,15.1%,242,36.6%,DISTRICT TOTAL,SCHOOL DISTRICT,245 S SHORE BLVD,LACKAWANNA,NY,14218,"(42.8257, -78.8104)"
141800,ERIE,LACKAWANNA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,107,24%,45,10.1%,152,34.2%,ELEMENTARY,SCHOOL DISTRICT,245 S SHORE BLVD,LACKAWANNA,NY,14218,"(42.8257, -78.8104)"
141800,ERIE,LACKAWANNA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,35,16.2%,55,25.5%,90,41.7%,MIDDLE/HIGH,SCHOOL DISTRICT,245 S SHORE BLVD,LACKAWANNA,NY,14218,"(42.8257, -78.8104)"
141901,ERIE,LANCASTER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,335,15.3%,322,14.7%,657,30%,DISTRICT TOTAL,SCHOOL DISTRICT,177 CENTRAL AVE,LANCASTER,NY,14086,"(42.9079, -78.6717)"
141901,ERIE,LANCASTER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,161,13%,190,15.4%,351,28.4%,ELEMENTARY,SCHOOL DISTRICT,177 CENTRAL AVE,LANCASTER,NY,14086,"(42.9079, -78.6717)"
141901,ERIE,LANCASTER CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,174,18.1%,132,13.8%,306,31.9%,MIDDLE/HIGH,SCHOOL DISTRICT,177 CENTRAL AVE,LANCASTER,NY,14086,"(42.9079, -78.6717)"
142101,ERIE,AKRON CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,75,11.9%,114,18.2%,189,30.1%,DISTRICT TOTAL,SCHOOL DISTRICT,47 BLOOMINGDALE AVE,AKRON,NY,14001,"(43.023, -78.4931)"
142101,ERIE,AKRON CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,51,12.8%,86,21.6%,137,34.4%,ELEMENTARY,SCHOOL DISTRICT,47 BLOOMINGDALE AVE,AKRON,NY,14001,"(43.023, -78.4931)"
142101,ERIE,AKRON CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,24,10.4%,28,12.2%,52,22.6%,MIDDLE/HIGH,SCHOOL DISTRICT,47 BLOOMINGDALE AVE,AKRON,NY,14001,"(43.023, -78.4931)"
142201,ERIE,NORTH COLLINS CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,18,9.7%,36,19.5%,54,29.2%,DISTRICT TOTAL,SCHOOL DISTRICT,2045 SCHOOL ST,NORTH COLLINS,NY,14111,"(42.5985, -78.9401)"
142201,ERIE,NORTH COLLINS CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,,,23,25.8%,23,25.8%,ELEMENTARY,SCHOOL DISTRICT,2045 SCHOOL ST,NORTH COLLINS,NY,14111,"(42.5985, -78.9401)"
142201,ERIE,NORTH COLLINS CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,9,9.3%,13,13.4%,22,22.7%,MIDDLE/HIGH,SCHOOL DISTRICT,2045 SCHOOL ST,NORTH COLLINS,NY,14111,"(42.5985, -78.9401)"
142301,ERIE,ORCHARD PARK CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,219,13.5%,195,12%,414,25.5%,DISTRICT TOTAL,SCHOOL DISTRICT,3330 BAKER RD,ORCHARD PARK,NY,14127,"(42.7942, -78.7268)"
142301,ERIE,ORCHARD PARK CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,104,12%,119,13.7%,223,25.6%,ELEMENTARY,SCHOOL DISTRICT,3330 BAKER RD,ORCHARD PARK,NY,14127,"(42.7942, -78.7268)"
142301,ERIE,ORCHARD PARK CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,115,15.3%,76,10.1%,191,25.4%,MIDDLE/HIGH,SCHOOL DISTRICT,3330 BAKER RD,ORCHARD PARK,NY,14127,"(42.7942, -78.7268)"
142500,ERIE,TONAWANDA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,99,16.6%,97,16.3%,196,32.9%,DISTRICT TOTAL,SCHOOL DISTRICT,100 HINDS ST,TONAWANDA,NY,14150,"(43.0114, -78.8971)"
142500,ERIE,TONAWANDA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,62,16.5%,51,13.6%,113,30.1%,ELEMENTARY,SCHOOL DISTRICT,100 HINDS ST,TONAWANDA,NY,14150,"(43.0114, -78.8971)"
142500,ERIE,TONAWANDA CITY SCHOOLS,WESTERN NEW YORK,2010-2012,37,17%,46,21.1%,83,38.1%,MIDDLE/HIGH,SCHOOL DISTRICT,100 HINDS ST,TONAWANDA,NY,14150,"(43.0114, -78.8971)"
142601,ERIE,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,100,16.3%,90,14.7%,190,31%,DISTRICT TOTAL,SCHOOL DISTRICT,1500 COLVIN BLVD,BUFFALO,NY,14223,"(42.982, -78.859)"
142601,ERIE,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,74,14.4%,91,17.7%,165,32%,ELEMENTARY,SCHOOL DISTRICT,1500 COLVIN BLVD,BUFFALO,NY,14223,"(42.982, -78.859)"
142601,ERIE,KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT,WESTERN NEW YORK,2010-2012,43,25%,24,14%,67,39%,MIDDLE/HIGH,SCHOOL DISTRICT,1500 COLVIN BLVD,BUFFALO,NY,14223,"(42.982, -78.859)"
142801,ERIE,WEST SENECA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,421,16.1%,487,18.6%,908,34.6%,DISTRICT TOTAL,SCHOOL DISTRICT,1397 ORCHARD PARK RD,WEST SENECA,NY,14224,"(42.8127, -78.7642)"
142801,ERIE,WEST SENECA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,215,14.4%,262,17.6%,477,32%,ELEMENTARY,SCHOOL DISTRICT,1397 ORCHARD PARK RD,WEST SENECA,NY,14224,"(42.8127, -78.7642)"
142801,ERIE,WEST SENECA CENTRAL SCHOOL,WESTERN NEW YORK,2010-2012,206,18.2%,225,19.9%,431,38.1%,MIDDLE/HIGH,SCHOOL DISTRICT,1397 ORCHARD PARK RD,WEST SENECA,NY,14224,"(42.8127, -78.7642)"
150203,ESSEX,CROWN POINT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,10,18.5%,,,10,18.5%,DISTRICT TOTAL,SCHOOL DISTRICT,2758 MAIN ST,CROWN POINT,NY,12928,"(43.951, -73.4296)"
150203,ESSEX,CROWN POINT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,14.7%,,,5,14.7%,ELEMENTARY,SCHOOL DISTRICT,2758 MAIN ST,CROWN POINT,NY,12928,"(43.951, -73.4296)"
150203,ESSEX,CROWN POINT CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,25%,,,5,25%,MIDDLE/HIGH,SCHOOL DISTRICT,2758 MAIN ST,CROWN POINT,NY,12928,"(43.951, -73.4296)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,25,24.3%,27,26.2%,52,50.5%,DISTRICT TOTAL,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,14,32.6%,15,34.9%,29,67.4%,ELEMENTARY,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
150301,ESSEX,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,11,20%,12,21.8%,23,41.8%,MIDDLE/HIGH,SCHOOL DISTRICT,7530 COURT ST,ELIZABETHTOWN,NY,12932,"(44.2135, -73.5966)"
150601,ESSEX,KEENE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,11.3%,,,6,11.3%,DISTRICT TOTAL,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150601,ESSEX,KEENE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150601,ESSEX,KEENE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,33 MARKET ST,KEENE VALLEY,NY,12943,"(44.1895, -73.7902)"
150801,ESSEX,MINERVA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,9.3%,11,20.4%,16,29.6%,DISTRICT TOTAL,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
150801,ESSEX,MINERVA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
150801,ESSEX,MINERVA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1466 COUNTY RT 29,OLMSTEDVILLE,NY,12857,"(43.7698, -73.9362)"
150901,ESSEX,MORIAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,35,13.6%,71,27.6%,106,41.2%,DISTRICT TOTAL,SCHOOL DISTRICT,39 VIKING LN,PORT HENRY,NY,12974,"(44.0458, -73.4798)"
150901,ESSEX,MORIAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,26,14.8%,44,25%,70,39.8%,ELEMENTARY,SCHOOL DISTRICT,39 VIKING LN,PORT HENRY,NY,12974,"(44.0458, -73.4798)"
150901,ESSEX,MORIAH CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,9,11.1%,27,33.3%,36,44.4%,MIDDLE/HIGH,SCHOOL DISTRICT,39 VIKING LN,PORT HENRY,NY,12974,"(44.0458, -73.4798)"
151001,ESSEX,NEWCOMB CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,5,18.5%,5,18.5%,DISTRICT TOTAL,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
151001,ESSEX,NEWCOMB CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
151001,ESSEX,NEWCOMB CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,5535 RT 28N,NEWCOMB,NY,12852,"(43.9715, -74.151)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,49,22.2%,37,16.7%,86,38.9%,DISTRICT TOTAL,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,27,22.5%,16,13.3%,43,35.8%,ELEMENTARY,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
151102,ESSEX,LAKE PLACID CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,22,21.8%,21,20.8%,43,42.6%,MIDDLE/HIGH,SCHOOL DISTRICT,50 CUMMINGS RD,LAKE PLACID,NY,12946,"(44.2812, -73.9885)"
151401,ESSEX,SCHROON LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,17,24.3%,,,17,24.3%,DISTRICT TOTAL,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
151401,ESSEX,SCHROON LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,15.6%,,,5,15.6%,ELEMENTARY,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
151401,ESSEX,SCHROON LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,23.1%,,,6,23.1%,MIDDLE/HIGH,SCHOOL DISTRICT,1125 US RT 9,SCHROON LAKE,NY,12870,"(43.8389, -73.7614)"
151501,ESSEX,TICONDEROGA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,43,15%,54,18.9%,97,33.9%,DISTRICT TOTAL,SCHOOL DISTRICT,5 CALKINS PL,TICONDEROGA,NY,12883,"(43.8417, -73.4281)"
151501,ESSEX,TICONDEROGA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,18,12.2%,31,21.1%,49,33.3%,ELEMENTARY,SCHOOL DISTRICT,5 CALKINS PL,TICONDEROGA,NY,12883,"(43.8417, -73.4281)"
151501,ESSEX,TICONDEROGA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,25,18.7%,23,17.2%,48,35.8%,MIDDLE/HIGH,SCHOOL DISTRICT,5 CALKINS PL,TICONDEROGA,NY,12883,"(43.8417, -73.4281)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,15,30%,5,10%,20,40%,DISTRICT TOTAL,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,7,26.9%,,,7,26.9%,ELEMENTARY,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
151601,ESSEX,WESTPORT CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,25 SISCO ST,WESTPORT,NY,12993,"(44.1856, -73.4446)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,15.2%,30,28.6%,46,43.8%,DISTRICT TOTAL,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,9.7%,19,30.6%,25,40.3%,ELEMENTARY,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
151701,ESSEX,WILLSBORO CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,6,22.2%,6,22.2%,MIDDLE/HIGH,SCHOOL DISTRICT,29 SCHOOL LN,WILLSBORO,NY,12996,"(44.3746, -73.3941)"
160101,FRANKLIN,TUPPER LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,63,18.3%,83,24.1%,146,42.3%,DISTRICT TOTAL,SCHOOL DISTRICT,294 HOSLEY AVE,TUPPER LAKE,NY,12986,"(44.2221, -74.4438)"
160101,FRANKLIN,TUPPER LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,40,19.4%,47,22.8%,87,42.2%,ELEMENTARY,SCHOOL DISTRICT,294 HOSLEY AVE,TUPPER LAKE,NY,12986,"(44.2221, -74.4438)"
160101,FRANKLIN,TUPPER LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,16.5%,36,25.9%,59,42.4%,MIDDLE/HIGH,SCHOOL DISTRICT,294 HOSLEY AVE,TUPPER LAKE,NY,12986,"(44.2221, -74.4438)"
160801,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,30,14.2%,45,21.3%,75,35.5%,DISTRICT TOTAL,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
160801,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,14,11.3%,21,16.9%,35,28.2%,ELEMENTARY,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
160801,FRANKLIN,CHATEAUGAY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,16,16.7%,24,25%,40,41.7%,MIDDLE/HIGH,SCHOOL DISTRICT,42 RIVER ST,CHATEAUGAY,NY,12920,"(44.9295, -74.0803)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,127,19.9%,205,32.1%,332,52%,DISTRICT TOTAL,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,86,21.1%,128,31.4%,214,52.6%,ELEMENTARY,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
161201,FRANKLIN,SALMON RIVER CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,41,18.5%,77,34.7%,118,53.2%,MIDDLE/HIGH,SCHOOL DISTRICT,637 COUNTY RT 1,FORT COVINGTON,NY,12937,"(44.961, -74.5185)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,57,13%,69,15.7%,126,28.6%,DISTRICT TOTAL,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,34,13.9%,32,13.1%,66,27%,ELEMENTARY,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
161401,FRANKLIN,SARANAC LAKE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,11.9%,37,19.1%,60,30.9%,MIDDLE/HIGH,SCHOOL DISTRICT,79 CANARAS AVE,SARANAC LAKE,NY,12983,"(44.3266, -74.1412)"
161501,FRANKLIN,MALONE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,157,18.7%,166,19.8%,323,38.5%,DISTRICT TOTAL,SCHOOL DISTRICT,42 HUSKIE LN,MALONE,NY,12953,"(44.8428, -74.2805)"
161501,FRANKLIN,MALONE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,87,16.8%,113,21.8%,200,38.5%,ELEMENTARY,SCHOOL DISTRICT,42 HUSKIE LN,MALONE,NY,12953,"(44.8428, -74.2805)"
161501,FRANKLIN,MALONE CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,70,22.1%,53,16.7%,123,38.8%,MIDDLE/HIGH,SCHOOL DISTRICT,42 HUSKIE LN,MALONE,NY,12953,"(44.8428, -74.2805)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,68,23.2%,59,20.1%,127,43.3%,DISTRICT TOTAL,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,36,20.6%,34,19.4%,70,40%,ELEMENTARY,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
161601,FRANKLIN,BRUSHTON-MOIRA CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,32,27.1%,25,21.2%,57,48.3%,MIDDLE/HIGH,SCHOOL DISTRICT,758 COUNTY RT 7,BRUSHTON,NY,12916,"(44.8249, -74.5215)"
161801,FRANKLIN,ST REGIS FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,26,26.8%,11,11.3%,37,38.1%,DISTRICT TOTAL,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
161801,FRANKLIN,ST REGIS FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,17,41.5%,,,17,41.5%,ELEMENTARY,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
161801,FRANKLIN,ST REGIS FALLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,6,17.6%,,,6,17.6%,MIDDLE/HIGH,SCHOOL DISTRICT,92 N MAIN ST,SAINT REGIS FALLS,NY,12980,"(44.6793, -74.5462)"
170301,FULTON,WHEELERVILLE UNION FREE SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,15.2%,,,5,15.2%,DISTRICT TOTAL,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
170301,FULTON,WHEELERVILLE UNION FREE SCHOOL,NORTHEASTERN NEW YORK,2010-2012,5,15.2%,,,5,15.2%,ELEMENTARY,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
170301,FULTON,WHEELERVILLE UNION FREE SCHOOL,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,2417 STATE HWY 10,CAROGA LAKE,NY,12032,"(43.2295, -74.5172)"
170500,FULTON,GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,108,18%,112,18.7%,220,36.7%,DISTRICT TOTAL,SCHOOL DISTRICT,243 LINCOLN ST,GLOVERSVILLE,NY,12078,"(43.054, -74.3624)"
170500,FULTON,GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,77,17%,81,17.9%,158,35%,ELEMENTARY,SCHOOL DISTRICT,243 LINCOLN ST,GLOVERSVILLE,NY,12078,"(43.054, -74.3624)"
170500,FULTON,GLOVERSVILLE ENLARGED SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2010-2012,31,21.4%,31,21.4%,62,42.8%,MIDDLE/HIGH,SCHOOL DISTRICT,243 LINCOLN ST,GLOVERSVILLE,NY,12078,"(43.054, -74.3624)"
170600,FULTON,JOHNSTOWN CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,37,16%,40,17.3%,77,33.3%,DISTRICT TOTAL,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0202, -74.3716)"
170600,FULTON,JOHNSTOWN CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,34,17.6%,36,18.7%,70,36.3%,ELEMENTARY,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0202, -74.3716)"
170600,FULTON,JOHNSTOWN CITY SCHOOLS,NORTHEASTERN NEW YORK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,1 SIR BILLS CIRCLE-STE 101,JOHNSTOWN,NY,12095,"(43.0202, -74.3716)"
170801,FULTON,MAYFIELD CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2010-2012,23,9%,64,25%,87,34%,DISTRICT TOTAL,SCHOOL DISTRICT,27 SCHOOL ST,MAYFIELD,NY,12117,"(43.1024, -74.2632)"
